"libat,celaka,mud,adu,mulut",Negative
"kemarau,rajin,rogok,kocek",Negative
"berkah,kemarau,bagi,jual",Positive
sukses,Positive
"laku,tangkap,operasi,sikat",Negative
"awat,restorasi,koleksi,rusak",Negative
"suhu,panas",Negative
"naik,tembus",Negative
"mahal,telur,mulai,turun",Negative
"prakira,cerah,awan,hujan,ringan",Positive
"dampak,panas,serang,diare",Negative
"keluarga,brigadir,akan,kirim,ham",Positive
narkoba,Negative
"perang,rundung,ajak,kreatif,karya",Positive
"suhu,panas,sakit,diare,tingkat",Negative
"panas,pakai,payung,putih",Negative
"bagi,andang,obesitas,harus,tingkat",Positive
"pesona,produk,lestari,budaya",Positive
"tari,sufi,riah,maulid,nabi",Positive
"pamer,produk,unggul,seni,budaya,tradisional",Positive
"belanja,dana,miliar",Positive
"pecah,rekor,tanam,toga,tanam",Positive
"kalah,skor",Negative
"kendara,tumpuk,celaka",Negative
"kendara,libat,celaka,ungar,periksa,bus",Negative
versus,Negative
"ramal,september,cerah,suhu,udara",Positive
"kasus,netralitas,kena,sanksi,moral,pecat",Negative
"menang,akan",Positive
"kolonel,resmi,jabat",Positive
"mahal,naik",Negative
"stabil,perintah,gelar,murah",Positive
"kemarau,gelar,salat,mohon,hujan",Positive
"turun,siap,anggar,miliar",Negative
"operasi,sikat,aman,laku",Negative
"temu,salur,buang,jenazah,ambang,labuh",Negative
"bacok,guru,bantu,keluarga,jual",Negative
"sosok,mayat,pria,misterius,labuh,tanjung,emas,temu",Negative
"sosok,mayat,pria,tanpa,identitas,apung,labuh,tanjung,emas",Negative
"siap,aman,gelar,simulasi",Positive
"bantu,perintah,belum,normal",Positive
borong,Positive
"pamer,sehat,suguh,aneka,layan,fasilitas,sehat",Positive
"nal,senam,tera,olah,raga,usia",Positive
"tinjau,tinggi",Negative
"edukasi,sehat,gigi,bagi,sikat,pasta,gigi,gratis",Positive
"temu,tinggi",Negative
"simulasi,tanggap,darurat,unjuk",Positive
"celaka,maut,sangka",Negative
"bacok,guru,semester",Negative
"partai,buruh,belum,dukung",Negative
"maulid,nabi,dongeng,islami",Positive
"beda,lari",Negative
"target,menang,saksi",Positive
respon,Positive
"dekat,logistik,mulai,siap",Positive
"genjot,terima,sosialisasi,layan",Positive
"faktor,wilayah,geografis,guru,rela,jemput",Positive
"kompas,gelar,lari,desember,catat,tanggal",Positive
"hasil,versus,imbang,super,henti,rekor,menang",Negative
"celaka,gelar,olah,korban,awat,intensif",Negative
"kronologi,celaka,duga,rem,blong,labuh,lampung",Negative
"saksi,korban,selamat,celaka,tabrak,kendara",Negative
"celaka,maut,tabrak,motor",Negative
"korban,celaka,tewas,luka,berat,luka,ringan",Negative
"kronologi,lengkap,celaka,rem,duga,blong,mud,aman",Negative
"tabrak,motor",Negative
"kondisi,kini,celaka,maut",Negative
"saksi,celaka,keras",Negative
"saksi,celaka,tabrak,belas,kendara,duga,rem,blong",Negative
"celaka,tewas",Negative
"celaka,maut,tabrak,motor",Negative
"bakar,ledak",Negative
"bakar,tutup,akses,masuk,sampah",Negative
"bakar,usaha,api",Negative
"rekap,hasil,september,kalah,salip",Negative
"bakar,terjun",Negative
"versus,bangkit,menang",Positive
"tangki,siaga,asap",Negative
"tambang,ilegal,marak,harus,legalitas",Negative
"tabrak,pejal,kaki,motor",Negative
"minta,jaga,netralitas",Positive
"tanpa,piala,bayar",Negative
"jelang,piala,gelar,seleksi",Positive
"kondisi,kini,bakar",Negative
"jaga,tangkal,radikalisme",Positive
"bakar,api,nyala,sisi,utara",Negative
"bakar,legit,banget",Positive
"limut,asap,bau,sengat",Negative
"bakar,padam",Negative
"mahal,dampak,terima,bantu,pangan",Negative
"gelontor,dagang,ecer,stok",Positive
"libur,efek,asap,bakar",Negative
"hewan,ular,rabies,suntik,vaksin",Positive
"spesialis,urologi,gelar,bakti,sosial",Positive
"aksi,tanam,bersih,bersih",Positive
"bakar,padam,aktivitas,normal,mulai,terima,sampah",Negative
"bakar,padam,upaya,dingin",Negative
"bakar,lari",Negative
"kiai,gadungan,duga,perkosa,pop",Negative
"galang,dana,peduli,korban,gempa",Positive
"pertama,kali,gelar,pamer",Positive
"bagi,ilmu,arsitektur,pamer,karya",Positive
"berkah,kemarau,dagang,layang,layang,raup,untung",Positive
"salur,tangki,dampak,kering",Negative
lurah,Negative
"guru,hapus,rias,wajah",Negative
"naik,alih,medium",Negative
"tirta,ajak,bijak,bersih",Positive
"murid,harap,baik",Positive
"curi,kotak,amal,masjid,joli,amuk",Negative
"nyata,enak,banget,resep,puluh",Positive
"persis,solo,versus,mulai,bukti",Negative
"bu,kuliner,legendaris",Positive
"guru,rela,jemput,tidak,putus",Positive
"salur,bantu",Positive
"generasi,harus,waspada,ancam,pecah,bangsa",Negative
"festival,layak,taraf",Positive
"mahal,alih,medium",Negative
"mahal,bantu",Negative
"aniaya,unjung",Negative
"depresi,pria,nekat",Negative
"kena,razia,siswi,pasrah,hapus,rias,wajah,guru",Negative
"saksi,periksa,duga,ketua,indra,aniaya",Negative
"rugi,puluh,miliar,rokok,ilegal,musnah",Negative
balas,Negative
"awas,persen,wilayah,kering,ekstrem",Negative
"dagang,layang,layang,raup,untung,musim,kemarau,jual,lembar",Positive
"program,peduli,budaya,distribusi,murid",Positive
"cipta,becak,listrik,ramah,lingkung,ku,tanpa,mud",Positive
"apresiasi,peduli,peduli,bincang",Positive
"nekat,kurir,narkoba",Negative
naik,Negative
"kemarau,akhir",Negative
"omzet,kena,pajak",Positive
"tampil,karya,desain,digital",Positive
"pianis,unjuk,gigi,piano,klasik",Positive
"emas,dukung",Positive
"riah,sakit,pakai,kostum,karnaval",Positive
"korban,perkosa,pulih",Negative
"joli,curi,kotak,amal,bangun,masjid,rekam",Negative
"ketua,batas,minimal,usia,tunggu,putus",Negative
"raih,layak",Positive
"tampil,hut",Positive
"kontes,lidi,adu,indah,adu,kuat",Positive
"energi,tekan,polusi,udara",Positive
"daftar,daftar,stasiun,wajah",Positive
"cetak,jiwa,kampus,harus",Positive
"nikmat,karya,seni,sensasi,pikir",Positive
"pondok,gadungan,perkosa",Negative
"sawah,gersang,tani,alih,tanam,semangka,jagung",Positive
"kirim,latih,asi",Positive
"duga,aniaya,ancam,ketua,indra,copot",Negative
"duga,aniaya,ketua,partai,indra,copot,jabat",Negative
"copot,ketua,indra,buntut,duga",Negative
"ancam,ketua,indra,copot",Negative
"duga,indra",Negative
"spesial,hut,baca,berita,kakek,seniman,patung,gulai",Positive
"kering,siap,tangki,kapasitas,liter",Negative
"tekan,angka,satelit,buka",Positive
"curi,kamera,awas",Negative
"duga,leceh,tidak,izin",Negative
"peduli,budaya,bagi,bagi",Positive
"naik,belum,pengaruh,jual,non,subsidi",Negative
"fakultas,temu,tinggal,kontra",Negative
"selidik,kasus,baco",Negative
"selidik,kasus,baco",Negative
"peduli,budaya,donasi,ajar",Positive
"hasil,sidang,tanggal,agustus,september,kena,denda",Negative
pamit,Negative
"aksi,curi,rekam,tinggal",Negative
"racik,edar,kosmetik,ilegal,tangkap",Negative
"momen,haru,istri,pamit",Negative
leleh,Negative
"gadis,belia,tegal,sakit,kulit,langka,butuh,bantu",Negative
"humas,bekal,ilmu,humas",Positive
"humas,reputasi,percaya",Positive
"lelah,jijik,bersih,bersih",Positive
apresiasi,Positive
"dukung,debat,buka",Positive
"jaga,jelang,politik,gelar",Positive
"gaung,damai",Positive
"nikmat,karya,seni,progresif,sudut",Positive
"rajin,unggul",Positive
"kemarau,ganggu",Negative
"anggur,didik,ikan,program,merdeka",Positive
"hadir,acara,damai",Positive
"hadir,jaga,damai,hindar",Positive
"ajak,sih,sampah",Positive
"hasil,versus,naik,besar",Positive
"lepas,republik,harap",Negative
versus,Negative
"rajin,batik,batik",Positive
"terima,beasiswa,gratis",Positive
"beda,bijak,tidak,wajib",Negative
"cemburu,tega,aniaya,tusuk",Negative
"cemburu,suami,nekat,aniaya,istri,tewas",Negative
"palu,bantu",Positive
"resmi,kapal,api",Positive
"belum,terima,ganti",Negative
"pamer,puji",Positive
"puji,inisiasi,alas",Positive
"gratis,rintis",Positive
"keren,rawat,budaya,pamer,keris",Positive
"kampus,debat,kampanye,kampus,larang",Negative
"naik,gelontor",Negative
naik,Negative
"kapal,api,resmi",Positive
"cari,bibit,basket,laga",Positive
hadir,Positive
"tengkar,suami,duga,aniaya,istri,tewas",Negative
"bunga,cantik,riah,merdeka,festival",Positive
"seru,libat,perempuan",Positive
"jelang,versus,panggil",Negative
"bek,wahyu,panggil,kuat",Positive
"cekcok,suami,tega,aniaya,istri,tewas",Negative
"bagi,laku,dongkrak,usaha",Positive
"parade,hias,tabur,bunga,merdeka,festival",Positive
layak,Positive
"dukung,bawa,arus,pecah",Positive
"pidato,hadap,seruduk,hambat,maju",Negative
"konsolidasi,menang,pecah,belah",Negative
"konsolidasi,menang,seruduk,hambat,maju",Negative
"budiman,sudah,selesai,urus",Positive
"hasil,sore,tuan,tahan,imbang,puncak",Positive
"budaya,ramai",Positive
"rukun,politik",Positive
"bersih,camat",Positive
"strategi,jaga,kandang,banteng",Positive
"dorong,optimal",Positive
"tampil,aneka,budaya,produk",Positive
"raih,menang,persik,manfaat,absen",Positive
"pamer,produk",Positive
"ajar,riah,merdeka",Positive
"edukasi,sehat,paguyuban,gelar",Positive
"bekal,fakultas,hukum",Positive
"kumpul,koin,miskin",Negative
"krisis,bersih,salur,bantu,bersih,dampak",Negative
"temu,tewas",Negative
"seru,estafet,tangkap,mata,tutup",Positive
"aman,tani,basmi,hama,tikus",Positive
"meja,momen,teman",Positive
"optimis,investasi,naik",Positive
"dagang,dorong,saing",Positive
"rakit,jual,senjata,api,ilegal",Negative
"duduk,meja,jamu,makam",Positive
"rusuh,laga,versus",Negative
"hut,gelar,tari,caci",Positive
"kandang,banteng,tanpa,bala",Negative
"bantu,miskin",Negative
"delegasi,hadir",Positive
"inovasi,bangun,didik,ramah,lingkung",Positive
"target,belum",Negative
"lempar,relawan",Positive
target,Positive
"hasil,bandung,kalah",Negative
"versus,bandung",Negative
"tani,gotong,tangkap,tikus,sawah",Positive
"cegah,tindak,jahat,luncur,aplikasi",Positive
"nyata,tukang,servis,modifikasi,senjata,api,duga,teroris,de",Negative
"jelang,lawan,bandung,gelar,latih,evaluasi",Positive
"budiman,relawan,kandang,banteng",Positive
"baju,adat",Positive
"mohon,maaf,makam,pahlawan",Negative
"ajak,tekan,angka,luncur,program",Positive
"pimpin,upacara,hut,pamit",Positive
"serah,remisi,titip,narapidana",Positive
"hut,luncur",Positive
"puluh,lansia,upacara,hut",Positive
"pimpin,upacara,hut,pamit",Negative
"pimpin,upacara,hut,pamit",Negative
"khas,tumbuh,rukun,kompak",Positive
"pukau,nyanyi,simfoni,istana",Positive
"hut,merdeka,karaoke,tutup",Positive
"nekat,curi,kotak,amal,masjid,pria,hajar,massa",Negative
"dorong,maju,latih",Positive
"sambut,ekonomi",Positive
"junjung,tinggi,netralitas,siap,hadap",Positive
"vakum,sukses,gelar,voli",Positive
"merah,putih,kawasan,sejarah",Positive
"perwira,raih,gelar",Positive
"tumbuh,rukun,kompak",Positive
"waris,keris",Positive
"bangga,tampil,istana,lepas",Positive
"hasil,sore,menang,telak,dewa",Positive
"voli,lurah,ajang,bibit",Positive
"dewa,versus",Negative
"borong,medali,emas",Positive
"nikmat,lobster,rawa,bakar,rawa,pening",Positive
"dorong,mode,pagelaran,busana",Positive
"si,cantik,anggrek,buru,minat,tanam,hias",Positive
"cipta,inovasi,angkut",Positive
"tanding,ekshibisi,juara,olahraga,provinsi",Positive
"hulu,ruang,hotel,hutan,penuh,karya,seni",Positive
"inovasi,cipta,angkut",Positive
tertib,Positive
serah,Negative
"kunjung,silaturahmi",Positive
"layan,paspor,merdeka,serbu",Positive
"sambut,hut,adu,kreativitas,mural",Positive
kalah,Negative
"kantong,identitas,laku,baco,tewas",Negative
"nol,integrasi,sigap,pelita",Positive
"apresiasi,kerja,turun",Positive
"kalah,tindak",Negative
"hadir,serah,hebat",Positive
"prakira,bandung,urut",Positive
"rem,blong,lingkar,kendal",Negative
kering,Negative
"lestari,seni,wayang,film",Positive
"olak,lupa",Negative
"hasil,versus,maulana,laskar,petik,angka",Negative
"umat,sempurna,dewi,welas,asih",Positive
"rebut,medali",Negative
versus,Negative
"integrasi,sigap,pelita,tekan,angka",Positive
"harap,ganti,baik",Positive
"guru,honorer,adu",Negative
"rusa,bakar,pancasila",Negative
"nikmat,soto,sawah,organik,murah,sehat",Positive
"hebat,ubah,hobi,taekwondo,medali",Positive
"daya,tangga,latih,tata,rias",Positive
"larang,golput",Negative
"akan,laku,erata,saraf,fasilitas",Positive
"selebaran,imbau,hati,hati",Positive
"kreatif,inovatif,terima,punakawan",Positive
"sosialisasi,pedoman,tata,naskah,adil,tinggi",Positive
"gol,tunggal,tunduk,bawa,kudeta",Negative
"tren,positif,cepat,puas",Positive
"fasilitas,bus,wisata,murah,lumpia",Positive
versus,Negative
"telur,angsur,turun",Negative
"rotasi,jabat,kompetensi",Positive
"cegah,edar,narkoba,sasar,karaoke",Negative
"tindak,baliho,spanduk",Positive
"kemarau,kasus,bakar,tingkat",Negative
"prakira,bandung,agustus",Negative
"dagang,bendera,musim,mulai,jamur",Positive
"lawan,sewu",Negative
"sehat,murah,riah,nikmat,soto,bahan,organik,mulai",Positive
mutasi,Negative
"rotasi,jabat,kompetensi",Positive
"dagang,bendera,riah,hut",Positive
"perempuan,temu,tewas",Negative
"narkoba,aman",Negative
"kendara,rampas,serah,tugas,cari",Negative
"buka,daftar",Positive
"jurnal,hukum,raih,indeks",Positive
"stok,pasok,pangkal,aman,lancar",Positive
"klaim,stok,aman",Positive
"usaha,imbau",Positive
"prakira,bandung,agustus",Positive
"perempuan,temu,tewas",Negative
"bawang,putih,tinggi,konsumen,pilih,ecer",Negative
"kuat,tahan,pangan,siap,hektar,lahan",Positive
"cegah,banjir,ajak,sih,banjir,kanal,barat",Positive
"gagal,edar",Negative
"retas,laku,tangkap",Negative
"gelar,simulasi,antisipasi,aksi,anarkis",Positive
"bersih,bersih,banjir,kanal,barat",Positive
"gelar,diskusi,mediasi,elektronik,akademisi,universitas,agustus",Positive
"perempuan,temu,tewas,temu,luka,lebam,darah",Negative
"olah,sampah,plastik,daur",Positive
"asyura,momentum,yatim",Positive
"tani,ajak,tani,irit,pupuk,kimia",Positive
"daur,sampah,plastik,mudah,kumpul,sampah",Positive
"raup,rupiah,hias",Positive
"bau,busuk",Negative
"hadap,tan,kuat,pangan",Positive
"seru,ajar,luk,batu,sungai",Positive
"kasus,keras,seksual,laku",Negative
"motor,tewas,tabrak,jatuh",Negative
"kronologi,bunuh,taksi,korban,istri,hamil",Negative
"hasil,sidang,juli,denda",Negative
"uji,cegah,massal",Positive
"ajak,ajar,cinta,produk",Positive
"doa,bunuh",Negative
"korban,duga,nama,sertifikat,rentenir",Negative
"kaget,sertifikat,jamin,sudah,nama",Negative
"bakar,tewas,duga,bakar,barang",Negative
"versus,target,menang,tanpa,pilar",Negative
"resah,sertifikat,dadak,agun",Negative
"tangki,celaka,maut,sangka",Negative
"marak,celaka,imbau,taat,atur,kendara",Negative
"kecewa,nama,coret,nasional",Negative
"rekonstruksi,kasus,tewas,taksi",Negative
"pengaruh,stabil",Negative
"angsur,turun,potong,mahal",Negative
"saling,sindir,status,tewas,tusuk",Negative
"gelar,rekonstruksi,bunuh,taksi,korban,hadir",Negative
"sertifikat,jamin,duga,agun,rentenir",Negative
"sukses,raih,hias",Positive
"tangki,sangka,celaka,ancam,penjara",Negative
"laku,bunuh,taksi,tangkap",Negative
"celaka,maut,sangka",Negative
"bisnis,hias,sukses,raup,untung",Positive
"guru,tinggi,harus,adaptasi,era,disrupsi",Positive
"minta,siap",Positive
"lantik,jaga,integritas",Positive
"kronologi,tangkap,laku,bunuh,taksi",Negative
"ternak,pakan,naik,imbang,jual,naik",Negative
"kejat,selamat,miliar,uang",Positive
"api,tidak,resmi,rambu",Negative
"pasang,rambu,larang",Negative
"kisah,sukses,pria,raup,rupiah,budi,daya",Positive
lantik,Positive
"beber,kronologi,bunuh,taksi",Negative
"laku,bunuh,taksi,adik,ayah,penjara",Negative
"laku,bunuh,taksi,tangkap",Negative
"jalur,mandiri,reguler,tahap,buka,besok,simak,daftar",Positive
"ajar,desa,luk,batu,sungai",Positive
"jual,perabot,keliling,temu,tinggal",Negative
"curi,koper,stasiun,laku,jual,koper",Negative
"raih,layak,utama",Positive
"forum,nasional,momentum,bangkit",Positive
"rekam,tewas,taksi",Negative
"geger,temu,taksi,tewas,duga,korban,ampo",Negative
"aksi,heroik,asisten,celaka,maut,pop",Negative
"upaya,risiko,celaka,baik,api,bidang",Negative
"pimpin,langsung,lantik",Positive
"nasional,amin,cegah,tindak,kriminal,keras",Positive
"bunuh,taksi,korban,kabur,sungkur",Negative
"komentar,sorot,pidato,debat,haris",Negative
"celaka,versus,trailer,selidik",Negative
"tewas,luka,luka",Negative
"puncak,nasional,dengar,hak",Positive
"hidup,kenang,koleksi,antik",Positive
"periksa,periksa,lokasi",Negative
"celaka,aju,tuntut",Negative
"adil,bantu,kasus,umpuk",Negative
"dengar,hak",Positive
"tabrak,mogok,rel,medan,magnet",Negative
"raih,layak,utama",Positive
"jadwal,ekspres,rute,juli",Positive
"bentuk,investigasi,kasus,tabrak,api",Negative
"tabrak,api,periksa",Negative
"tuan,forum,nasional",Positive
"selamat,tumpang,tabrak,maut,saksi",Negative
"cari,tabrak,terjun",Negative
"hut,koperasi,dorong,kembang,koperasi",Positive
"jaga,tabrak",Negative
"asisten,selamat,ajaib,tuhan",Positive
"hasil,investigasi,api,tabrak,nyata,human,panik",Negative
"hasil,tanding,versus,imbang,menang",Negative
"saksi,selamat,tumpang,tabrak,maut",Negative
"dagang,dampak,mahal",Negative
"pacu,karya,pamer,inovasi,biologi",Positive
"ledak,tabrak,api,cepat",Negative
"periksa,tugas,palang,pintu",Negative
"aksi,heroik,selamat,tumpang",Positive
"kuat,jembatan,celaka,cepat,api,batas",Positive
versus,Negative
"versus,target,tuan,menang,tanpa,bobol",Negative
"api,periksa,sidik",Negative
"periksa,akan,periksa,kondisi,lokasi",Negative
"tabrak,bantah,kabur,salah,cepat",Negative
"akan,tuntut,bukti,salah,celaka",Negative
"tabrak,api,transportasi,jalur",Negative
"selamat,tumpang,celaka,budi,tuai",Positive
"akan,tuntut,usaha,ekspedisi,libat,celaka",Negative
"seleksi,mandiri,tahap,sore,hasil",Positive
"tuntut,imbas",Negative
"bukti,salah,celaka,akan,tuntut",Negative
"buka,rancang,kendara,besar,bodi,rendah",Positive
"apresiasi,aksi,heroik,selamat,tumpang,belum,celaka",Positive
"saksi,kronologi,tabrak,jaga,palang,pintu",Negative
"sosok,budi,selamat,tumpang,celaka,sorot",Positive
"celaka,trailer,periksa",Negative
"usut,api,abrak,trailer",Negative
"ekspresi,kreativitas,pamer,seni",Positive
"tradisi,unik,cuci,kuda,lumping,sambut",Positive
"tabrak,periksa,jaga,layak",Negative
"celaka,gunung,es,api",Negative
"aksi,heroik,selamat,tumpang,tabrak,tuai,puji",Positive
"celaka,tabrak,gunung,es,api",Negative
"upaya,selamat,tumpang,aksi,heroik,puji",Positive
"aksi,heroik,selamat,tumpang,tabrak,tuai,puji",Positive
"tabrak,serah",Negative
"kronologi,celaka,api,tabrak,rekam",Negative
"minta,tolong,belum,tabrak",Negative
"rawan,mogok,jenis,libat,celaka,api,larang,rel",Negative
"prakira,bagi,cerah,awan,efek,bikin,khawatir",Positive
"jalur,rel,api,sudah,insiden,tabrak",Negative
"laku,tebang,hijau,waduk,tangkap",Negative
"tabrak,api,serah",Negative
"jalur,hulu,uju,sudah,cepat,batas",Positive
"bantah,kondisi,kini,tabrak",Negative
"tabrak,lambat",Negative
"cepat,batas,jembatan,celaka,tabrak",Negative
"kabur,takut,tabrak,periksa",Negative
"dampak,api,tabrak,api,lambat",Negative
"kaca,celaka,api,kendara,mogok,rel,sinau",Negative
"rekam,kronologi,celaka,api,tabrak",Negative
"jalur,sudah,buka,celaka,api,cepat,batas",Negative
"dampak,tabrak",Negative
"mud,trailer,tabrak,api,serah",Negative
"miris,bayi,usia,jual,bayar",Negative
"api,lambat,celaka",Negative
"duga,sangkut,belum,tabrak",Negative
"aktif,cegah,terima",Negative
"jalur,sudah",Positive
"pangan,naik,dagang,jerit",Negative
"kabur,takut,tabrak",Negative
"rekam,minta,tolong,belum,tabrak",Negative
"celaka,jalur,sudah,cepat,batas",Negative
"ledak,tabrak",Negative
"kronologi,celaka,tabrak,minta,tolong,tugas",Negative
"andal,harus,absen,cedera",Negative
"lokomotif,selamat,tabrak",Negative
"imbas,tabrak,trailer,telat,kompensasi,tumpang",Negative
"tumpang,lompat,tabrak",Negative
"atur,bidang,sanksi,pidana,bagi,langgar",Positive
"api,tabrak,trailer,jalur,buka,harus,lambat",Negative
"tumpang,api,tabrak,bentur,keras,asa",Negative
"kondisi,kini,tabrak,lokasi",Negative
"pantau,evakuasi,tabrak,harap,jembatan,rel,fungsi,normal",Positive
"mogok,rel,belum,tabrak",Negative
"duga,mati,belum,tabrak,minta,tolong",Negative
"tabrak,kepala,badan,ringsek,hasil,pindah",Negative
"deret,fakta,celaka",Negative
"momen,selamat,tabrak",Positive
"ganggu,celaka,tabrak",Negative
"minta,tolong,belum,tabrak",Negative
"tabrak,selamat",Negative
"kondisi,kini,api,tabrak",Negative
"ledak,tabrak,kobar,api,hasil,padam",Negative
"celaka,mogok,korban,luka,lompat,gerbong",Negative
"api,ledak,tabrak,hasil,padam",Negative
"tabrak,ledak,kobar,api",Negative
"ngeri,tabrak,trailer,api,bumbung,tinggi",Negative
laga,Positive
"perintah,minta,tuntas,kasus,langgar,ham",Negative
"jelang,cegah,ancam",Negative
"swasta,keluh,ambah",Negative
"raih,cegah",Positive
"serap,aspirasi",Positive
"serap,aspirasi,perempuan,jelajah,sapa",Positive
"maut,izin",Negative
"giur,hasil",Positive
"terima,berkas,baik",Positive
"kontraktor,baja,sukses,mukim",Positive
"tinggal,langgar,izin,panitia",Negative
"versus,mulai,aroma,balas,tuan",Negative
"jelang,laga,latih,khusus,antisipasi,serang",Negative
"lirik,koleksi,antik,barkas,tabung,buat",Positive
"minta,maaf,keluarga,korban,tinggal",Negative
"selidik,acara,izin",Negative
"kering,salur,bersih",Positive
rahayu,Positive
"terima,adu",Positive
"usul,ambah,sudah,surati",Positive
"bahas,sinergi,hadap",Positive
"tembus,eksportir,wajib,serah,dokumen",Positive
"ajak,cinta,lingkung,pol,pimpin,bersih,bersih",Positive
"taman,akan,cantik",Positive
"serang,ancam,cedera,pinggang",Negative
"tinggal,tonton",Negative
"wanita,nekat,curi,boks,susu,formula,minimarket",Negative
"waspada,potensi,banjir,pesisir",Negative
"tonton,tinggal",Negative
"wanita,nekat,curi,boks,susu,formula,minimarket",Negative
"kronologi,tinggal",Negative
"sensasi,hasil,petik",Positive
"harus,sportif,juara",Positive
"bantu,korban,bakar,gotong",Negative
"fakta,fakta,bocah,bakar,teman,kronologi,korban,trauma",Negative
"tinggal,duga",Negative
"terima,adu,langgar",Negative
"tinggal,dunia,kronologi",Negative
"musim,haji,konsumsi,naik",Positive
"jual,dampak,kasus,antraks",Negative
"korban,coba,curi,keras",Negative
"rahayu,tekan,bangun",Positive
"operasi,patuh",Positive
"balai,karantina,tani,cegah,virus,antraks",Positive
"pria,tewas,keroyok,buru,laku",Negative
rampok,Negative
"waspada,bagi,besar,laku,kasus",Negative
"cocok,data,konsumen,tahap",Positive
"cegah,antraks,siap,vaksin",Positive
"jual,naik,kali,lipat",Positive
"korban,coba,ampo,laku",Negative
"kronologi,coba,aksi,ampo",Negative
"kronologi,lengkap,korban,ampo",Negative
"lawan,laku,ampo",Negative
"korban,ampo,laku",Negative
"ampo,laku,ancam,penjara",Negative
"rekor,miniatur,lokomotif,uap",Positive
"ajar,jual,ajar,tingkat",Positive
"terima,kampus,gengsi",Positive
"tani,bantu,benih,padi",Positive
"korban,ampo",Negative
"korban,coba,ampo,duel,laku",Negative
"sita,versus",Negative
"terima,kampus,tarik,geografi,idola,kamil",Positive
"contoh,suplai,bersih",Positive
"suplai,bersih,kelola,baik,pilih,contoh",Positive
"pria,tewas,bacok,lokalisasi",Negative
"protes,bekas,gali,akan",Negative
"zonasi,daftar",Negative
"kerja,bangun,alir,listrik,tubuh,bakar",Negative
"latih,harus,baik",Positive
"didik,dukung,ambah",Positive
"ambles,tembus,langkah,aman",Positive
"jalur,tembus,ambles,laku",Negative
"durasi,daftar,murid",Positive
gelar,Positive
"rambah,mukim",Negative
"tutup,dasar,wilayah,lansia",Negative
"aksi,maling,rekam",Negative
"seru,keras,parade",Positive
"bangun,tembus,ambles",Negative
"ambles,tembus,baik",Negative
"aspek,pidana",Negative
"duga,rem,blong,guling,muat,tumpah",Negative
"hujan,lebat,guyur,bagi,besar,besar,juli",Positive
"sakit,hati,cinta,putus,sebar,video,syur,mantan,kasih",Negative
"telur,tembus",Negative
"cabai,sayur,naik,erong",Negative
"toleransi,uji,praktik,teori",Positive
"wanita,unjuk,kendara,motor,gede",Positive
"maling,bobol,rental,rekam",Negative
"cabai,wortel,naik",Negative
"pukau,cantik,atraksi,motor,gede",Positive
"kampanye,anti,narkoba",Negative
"riah,artis",Positive
"populasi,jarah",Negative
"proses,buat,kini,mudah",Positive
"kaum,fakir,miskin,antre,kurban,masjid,agung",Negative
"versus,bhayangkara,presisi",Negative
"kembang,produk,desain,kreativitas",Positive
"luk,media,terapi,andang",Positive
